epoch,cc_sim,cc_unsim,mse_MSI,mse_HSI,mse_HSI_R,mse_MSI_R,mse_srf,mse_psf
13,0.26713141798973083,0.5020031929016113,0.15232618153095245,0.21038974821567535,0.2452566921710968,0.24507726728916168,0.011020025238394737,0.19198569655418396
13,0.847403883934021,-0.6717702150344849,0.1477145403623581,0.2055462896823883,0.23912599682807922,0.2386312484741211,0.010844945907592773,0.19163848459720612
14,0.2628099322319031,0.501812756061554,0.15181845426559448,0.21093334257602692,0.24739482998847961,0.24614572525024414,0.010679496452212334,0.19114618003368378
14,0.8533693552017212,-0.6590461134910583,0.14764000475406647,0.20547035336494446,0.24270474910736084,0.2410038709640503,0.01050905603915453,0.19054348766803741
15,0.2521454989910126,0.5011357069015503,0.15039263665676117,0.20932982861995697,0.24670042097568512,0.2442801594734192,0.010394624434411526,0.1897546350955963
15,0.8541063070297241,-0.6777259111404419,0.14725878834724426,0.20568281412124634,0.24117976427078247,0.23854920268058777,0.010316343978047371,0.18879342079162598
16,0.24869802594184875,0.5009510517120361,0.15085266530513763,0.21043293178081512,0.24914616346359253,0.2464643120765686,0.010256034322082996,0.18755006790161133
16,0.8544497489929199,-0.6616740822792053,0.14758531749248505,0.20582862198352814,0.24347661435604095,0.2409120351076126,0.010190743952989578,0.18607035279273987
17,0.2507321238517761,0.5029053688049316,0.15153957903385162,0.21087737381458282,0.24848009645938873,0.24610479176044464,0.010121813043951988,0.18428346514701843
17,0.8432552814483643,-0.6434431672096252,0.14834187924861908,0.20614665746688843,0.23702459037303925,0.23517559468746185,0.010048804804682732,0.18225206434726715
18,0.24884553253650665,0.5026348233222961,0.15227968990802765,0.2103615552186966,0.24709565937519073,0.24540933966636658,0.009981698356568813,0.17974954843521118
18,0.8516793251037598,-0.6640351414680481,0.1493016481399536,0.20491716265678406,0.2411334216594696,0.23976612091064453,0.00991438515484333,0.17682453989982605
19,0.24601709842681885,0.5017643570899963,0.15175077319145203,0.2096605896949768,0.24772529304027557,0.24648620188236237,0.009860481135547161,0.17350763082504272
19,0.8460592031478882,-0.661507785320282,0.14830341935157776,0.20478366315364838,0.2414807677268982,0.24049830436706543,0.009813278913497925,0.1696794629096985
20,0.24283353984355927,0.5016043186187744,0.15147919952869415,0.20914927124977112,0.2457776963710785,0.24480313062667847,0.009791335090994835,0.16547299921512604
20,0.8375353813171387,-0.65532386302948,0.14649248123168945,0.20326370000839233,0.24224752187728882,0.24142496287822723,0.009771994315087795,0.1608564853668213
21,0.24863490462303162,0.5030815601348877,0.15226884186267853,0.20941010117530823,0.24703890085220337,0.24633073806762695,0.009754019789397717,0.15587392449378967
21,0.8372597694396973,-0.6555349230766296,0.14747117459774017,0.20472852885723114,0.24032410979270935,0.23979969322681427,0.009733796119689941,0.1507265567779541
22,0.23799896240234375,0.5011674165725708,0.151542067527771,0.20934522151947021,0.2465156763792038,0.2458745390176773,0.009715668857097626,0.14529778063297272
22,0.8379334211349487,-0.6543185710906982,0.1475333422422409,0.20464956760406494,0.24089840054512024,0.24049915373325348,0.009697433561086655,0.13944265246391296
23,0.2413223683834076,0.5026118755340576,0.15069928765296936,0.20878010988235474,0.2463124394416809,0.2458677887916565,0.009676119312644005,0.1338767409324646
23,0.8427533507347107,-0.682449460029602,0.1513350009918213,0.2038099467754364,0.24495895206928253,0.24450956284999847,0.0096522131934762,0.12798433005809784
24,0.23788675665855408,0.502672016620636,0.15272274613380432,0.2084725946187973,0.24491244554519653,0.2445404827594757,0.009625946171581745,0.1224713996052742
24,0.8434265851974487,-0.6537588834762573,0.14716239273548126,0.20277301967144012,0.23477540910243988,0.234612837433815,0.009599776938557625,0.11671707779169083
25,0.23916566371917725,0.5020699501037598,0.15275423228740692,0.20902059972286224,0.24474716186523438,0.24436873197555542,0.009572968818247318,0.11122161895036697
25,0.8336734175682068,-0.6312927007675171,0.14619457721710205,0.20472589135169983,0.2379351258277893,0.23755401372909546,0.009543592110276222,0.10533872991800308
26,0.23403719067573547,0.5015127658843994,0.15030746161937714,0.20767107605934143,0.244537353515625,0.24410861730575562,0.009508012793958187,0.09997343271970749
26,0.8456707000732422,-0.650249183177948,0.14790824055671692,0.20498105883598328,0.2368360161781311,0.23660427331924438,0.00946890190243721,0.09462033957242966
27,0.23528937995433807,0.5017009973526001,0.15170174837112427,0.20892038941383362,0.2462245523929596,0.24587421119213104,0.009429319761693478,0.08994045108556747
27,0.8396591544151306,-0.6509057879447937,0.14755603671073914,0.2037554383277893,0.24381916224956512,0.24358642101287842,0.009386594407260418,0.08532008528709412
28,0.2384762018918991,0.5020933747291565,0.15147098898887634,0.20865997672080994,0.2466810792684555,0.2463323175907135,0.009345201775431633,0.0812964215874672
28,0.8430072069168091,-0.6468400359153748,0.14686334133148193,0.2045835256576538,0.23474663496017456,0.2346063256263733,0.009302091784775257,0.07724020630121231
29,0.2407551407814026,0.5032084584236145,0.15179376304149628,0.2084706723690033,0.24481457471847534,0.24442392587661743,0.009262380190193653,0.07374822348356247
29,0.846366286277771,-0.6489724516868591,0.14716480672359467,0.20357878506183624,0.23960867524147034,0.23924486339092255,0.009222153574228287,0.070320725440979
30,0.23680831491947174,0.5011204481124878,0.1514875739812851,0.20847338438034058,0.2457149177789688,0.24538592994213104,0.009180736728012562,0.06725350022315979
30,0.8419699668884277,-0.6303204894065857,0.14704300463199615,0.20384250581264496,0.23879651725292206,0.2385646551847458,0.009140868671238422,0.06428991258144379
31,0.2343750149011612,0.5013186931610107,0.15045399963855743,0.20793071389198303,0.24504877626895905,0.24475683271884918,0.009102441370487213,0.06168685108423233
31,0.8518754243850708,-0.6390446424484253,0.1462235152721405,0.20404110848903656,0.2355945110321045,0.23543283343315125,0.009062367491424084,0.059213001281023026
32,0.23309212923049927,0.5014002919197083,0.14998410642147064,0.20806753635406494,0.24677658081054688,0.24658922851085663,0.009023886173963547,0.057765647768974304
32,0.8438766002655029,-0.6333955526351929,0.14687664806842804,0.2038658708333969,0.2401096671819687,0.2399389147758484,0.008982762694358826,0.05625948682427406
33,0.23068930208683014,0.5013374090194702,0.15080934762954712,0.20860148966312408,0.2476540058851242,0.24755005538463593,0.008942500688135624,0.05539001524448395
33,0.8386659026145935,-0.6176442503929138,0.14767000079154968,0.20455093681812286,0.2459384649991989,0.24575823545455933,0.008899749256670475,0.05383122339844704
34,0.23342961072921753,0.5021278858184814,0.15149030089378357,0.20775119960308075,0.24725334346294403,0.24716715514659882,0.008853408508002758,0.05218587443232536
34,0.8330079913139343,-0.6290832161903381,0.14993900060653687,0.2054813951253891,0.24244970083236694,0.24244925379753113,0.008808481507003307,0.0502643808722496
35,0.23237767815589905,0.5029797554016113,0.1511431336402893,0.20723004639148712,0.24441270530223846,0.24432715773582458,0.008769693784415722,0.04898809269070625
35,0.8417448997497559,-0.6701401472091675,0.14818379282951355,0.20420348644256592,0.23988808691501617,0.23993270099163055,0.00872866716235876,0.0473368763923645
36,0.2325628101825714,0.5016775727272034,0.15119031071662903,0.20882205665111542,0.2472524493932724,0.24729570746421814,0.008689937181770802,0.045536600053310394
36,0.8487991094589233,-0.662248432636261,0.14678534865379333,0.20451894402503967,0.23971518874168396,0.23977921903133392,0.008646384812891483,0.04354993626475334
37,0.23057053983211517,0.5014370083808899,0.151174396276474,0.20837225019931793,0.24781158566474915,0.24786120653152466,0.00860802922397852,0.041908539831638336
37,0.8420044779777527,-0.6420239210128784,0.14778603613376617,0.20421478152275085,0.23876474797725677,0.23888657987117767,0.008569364435970783,0.040186453610658646
38,0.2283911556005478,0.5014955997467041,0.1510072648525238,0.20781242847442627,0.24730396270751953,0.24733658134937286,0.008533249609172344,0.03857854753732681
38,0.8486576080322266,-0.657155454158783,0.1458006352186203,0.20339392125606537,0.24030214548110962,0.24042963981628418,0.008496408350765705,0.03687413036823273
39,0.22559654712677002,0.5008571147918701,0.1509416550397873,0.20839861035346985,0.24797487258911133,0.24812084436416626,0.00846349447965622,0.0354086197912693
39,0.8479695320129395,-0.6410598754882812,0.14723798632621765,0.2032007873058319,0.24108827114105225,0.24125497043132782,0.008427845314145088,0.03384987264871597
40,0.2263461947441101,0.5015901327133179,0.15062354505062103,0.20746761560440063,0.24752968549728394,0.24763837456703186,0.008394844830036163,0.03257907181978226
40,0.8524205088615417,-0.652513325214386,0.14604148268699646,0.20409835875034332,0.24157340824604034,0.24172289669513702,0.008360452018678188,0.03150428831577301
41,0.2262340486049652,0.5014961361885071,0.15120244026184082,0.20848077535629272,0.24787268042564392,0.24797119200229645,0.00833557453006506,0.03075394779443741
41,0.840595006942749,-0.6421120166778564,0.1476130485534668,0.2032138705253601,0.2431686371564865,0.24327842891216278,0.008310111239552498,0.029968703165650368
42,0.2261073887348175,0.5010386109352112,0.15069767832756042,0.20789895951747894,0.24819719791412354,0.24837450683116913,0.008284073323011398,0.02927660010755062
42,0.844535231590271,-0.6494600176811218,0.1473412662744522,0.20317046344280243,0.24339111149311066,0.2435525357723236,0.008255981840193272,0.02847551926970482
43,0.2209075540304184,0.5006585121154785,0.15100853145122528,0.20798827707767487,0.24854271113872528,0.24876490235328674,0.00822559092193842,0.02773921564221382
43,0.8489238619804382,-0.6392754912376404,0.1474815011024475,0.2025158554315567,0.24056263267993927,0.24069669842720032,0.00819847546517849,0.026971960440278053
44,0.22495973110198975,0.5007240772247314,0.15064358711242676,0.20781320333480835,0.2501573860645294,0.25031647086143494,0.008163785561919212,0.026251809671521187
44,0.8494377136230469,-0.6399256587028503,0.14795799553394318,0.20430228114128113,0.24580860137939453,0.2460254728794098,0.008135396055877209,0.02547558769583702
45,0.2255876362323761,0.5003823637962341,0.15164951980113983,0.2090744525194168,0.25107577443122864,0.25124049186706543,0.008106866851449013,0.024724332615733147
45,0.8379963636398315,-0.624793529510498,0.1483260542154312,0.20415426790714264,0.24385948479175568,0.2439887374639511,0.00807262770831585,0.02393912337720394
46,0.22669410705566406,0.5028066039085388,0.15142084658145905,0.20789653062820435,0.2500501573085785,0.2502121329307556,0.008035233244299889,0.02309328503906727
46,0.8357979655265808,-0.6418509483337402,0.14696624875068665,0.20116804540157318,0.24067817628383636,0.24090267717838287,0.008000037632882595,0.022203968837857246
47,0.2345643937587738,0.5034488439559937,0.15108433365821838,0.20754453539848328,0.24435941874980927,0.24455733597278595,0.007968837395310402,0.021360136568546295
47,0.8338807821273804,-0.6332154273986816,0.14810146391391754,0.20171496272087097,0.24064816534519196,0.2408224493265152,0.00793276634067297,0.02048209123313427
48,0.22528357803821564,0.500790536403656,0.15128900110721588,0.20781764388084412,0.24728776514530182,0.24754972755908966,0.0078986044973135,0.01970672234892845
48,0.8456590175628662,-0.6535731554031372,0.1466185450553894,0.2028275430202484,0.24194815754890442,0.24214842915534973,0.00786585919559002,0.018881255760788918
49,0.22329601645469666,0.5005613565444946,0.15174585580825806,0.20891696214675903,0.24935100972652435,0.24953146278858185,0.007843238301575184,0.018174268305301666
49,0.8361961841583252,-0.654445469379425,0.14863312244415283,0.20485927164554596,0.2455112189054489,0.2456807941198349,0.007816486991941929,0.017453689128160477
50,0.22031809389591217,0.5006313920021057,0.15071523189544678,0.20797988772392273,0.24950061738491058,0.24967947602272034,0.007783197797834873,0.016716355457901955
50,0.8440259695053101,-0.6287003755569458,0.14681342244148254,0.203663632273674,0.24339359998703003,0.24356938898563385,0.007754642050713301,0.016011295840144157
51,0.2217315137386322,0.5002368688583374,0.15135447680950165,0.20883473753929138,0.2518008351325989,0.25204166769981384,0.007716762367635965,0.015299243852496147
51,0.8357464671134949,-0.611055850982666,0.14931632578372955,0.20317652821540833,0.24385519325733185,0.24401140213012695,0.007686374709010124,0.014621385373175144
52,0.222711443901062,0.5012413859367371,0.15051031112670898,0.2077808976173401,0.24915775656700134,0.2493412047624588,0.007669237907975912,0.014072902500629425
52,0.8429493308067322,-0.6367799639701843,0.1463533341884613,0.20361939072608948,0.24518230557441711,0.2453017383813858,0.0076471720822155476,0.013473553583025932
53,0.2228168547153473,0.5008016228675842,0.1509275585412979,0.20815320312976837,0.24966174364089966,0.24983234703540802,0.007612890098243952,0.012898079119622707
53,0.8516117930412292,-0.6508805155754089,0.14743798971176147,0.20329003036022186,0.24571570754051208,0.2458801120519638,0.007570225279778242,0.01226120162755251
54,0.22258248925209045,0.501698911190033,0.14978164434432983,0.206313356757164,0.2488938271999359,0.24909202754497528,0.007536873687058687,0.011625728569924831
54,0.8426579236984253,-0.6460546851158142,0.14735545217990875,0.2042090892791748,0.2445220649242401,0.24476680159568787,0.0074980189092457294,0.01099892146885395
55,0.22197607159614563,0.5006098747253418,0.15098054707050323,0.20776458084583282,0.25012093782424927,0.25033295154571533,0.007476463448256254,0.010490665212273598
55,0.840167224407196,-0.6389238238334656,0.1499113142490387,0.20333892107009888,0.24209418892860413,0.2423093020915985,0.007442580536007881,0.00993420835584402
56,0.21782609820365906,0.5004615187644958,0.15122224390506744,0.2072676718235016,0.2508189380168915,0.25104308128356934,0.007402675226330757,0.009390996769070625
56,0.8424801826477051,-0.6324436664581299,0.14806193113327026,0.2026006430387497,0.24430175125598907,0.24443484842777252,0.0073661599308252335,0.008855568245053291
57,0.22264057397842407,0.5000798106193542,0.15201158821582794,0.20866352319717407,0.25292283296585083,0.25314605236053467,0.007341951131820679,0.00839846208691597
57,0.8395551443099976,-0.6312837600708008,0.14946706593036652,0.20372311770915985,0.2459126114845276,0.24604053795337677,0.007309344597160816,0.007911784574389458
58,0.224014014005661,0.500580370426178,0.15198783576488495,0.20848417282104492,0.252474844455719,0.252696692943573,0.00728136720135808,0.007466806564480066
58,0.8334557414054871,-0.6214700937271118,0.14746108651161194,0.20317092537879944,0.24403877556324005,0.24421072006225586,0.007258001249283552,0.007039929274469614
59,0.22277680039405823,0.5000694394111633,0.15239976346492767,0.2089974582195282,0.2538048028945923,0.2540069818496704,0.007232113275676966,0.006661168299615383
59,0.825743556022644,-0.6195386648178101,0.14931538701057434,0.20396052300930023,0.24790231883525848,0.24804039299488068,0.007192004006356001,0.006246553733944893
60,0.2209622710943222,0.500225841999054,0.1517035961151123,0.2085869461297989,0.2528473138809204,0.2530542314052582,0.007149466313421726,0.0058486582711339
60,0.8238438963890076,-0.6260582208633423,0.14831599593162537,0.2031392902135849,0.24868068099021912,0.24881920218467712,0.007105522323399782,0.005423130467534065
61,0.22194638848304749,0.5009987354278564,0.1525147259235382,0.20889213681221008,0.2532684803009033,0.2534806728363037,0.007080820854753256,0.005057379137724638
61,0.8323737382888794,-0.6406254172325134,0.14783728122711182,0.20579928159713745,0.2469993382692337,0.24716003239154816,0.007054581306874752,0.004697105847299099
62,0.2240714430809021,0.5004116296768188,0.15182432532310486,0.20802931487560272,0.2524096667766571,0.25259920954704285,0.00702908169478178,0.004378443583846092
62,0.8327869772911072,-0.6193760633468628,0.1489250808954239,0.2043159306049347,0.2463582456111908,0.24646903574466705,0.006993338465690613,0.0040359217673540115
63,0.22067350149154663,0.5001940727233887,0.1525726467370987,0.20876984298229218,0.25349241495132446,0.2537153363227844,0.006959331221878529,0.003717629937455058
63,0.8299436569213867,-0.6117345094680786,0.1488182544708252,0.2031307816505432,0.24634605646133423,0.2464509904384613,0.006933949422091246,0.003409826196730137
64,0.22050637006759644,0.5000247955322266,0.1529621034860611,0.20876146852970123,0.25446072220802307,0.25467538833618164,0.006904925219714642,0.003124443581327796
64,0.8316693305969238,-0.6029693484306335,0.14794902503490448,0.20388919115066528,0.24961265921592712,0.24979357421398163,0.006879742257297039,0.0028386148624122143
65,0.22284425795078278,0.5008770823478699,0.15252380073070526,0.20920173823833466,0.25402215123176575,0.25420206785202026,0.0068479496985673904,0.0025709981564432383
65,0.8281779289245605,-0.6160756945610046,0.14778609573841095,0.2051381915807724,0.2439645528793335,0.244093656539917,0.006818110588937998,0.002295378129929304
66,0.2213294953107834,0.5005703568458557,0.1517045497894287,0.20775434374809265,0.25072818994522095,0.25096362829208374,0.00678601861000061,0.0020363875664770603
66,0.8254574537277222,-0.5906151533126831,0.149040088057518,0.20482829213142395,0.2504725754261017,0.25066667795181274,0.006749253254383802,0.0017714699497446418
67,0.22161784768104553,0.5006425380706787,0.1519370675086975,0.20808328688144684,0.2524257004261017,0.25261038541793823,0.006724510807543993,0.0016254230868071318
67,0.8335625529289246,-0.5775671005249023,0.1481037735939026,0.20189447700977325,0.2463679015636444,0.2464515119791031,0.006713568698614836,0.0015299370279535651
68,0.2170654684305191,0.49999409914016724,0.15255385637283325,0.20783810317516327,0.2515239715576172,0.25177016854286194,0.006680688355118036,0.0014285360230132937
68,0.8321819305419922,-0.5929015874862671,0.14883357286453247,0.2030961662530899,0.24644902348518372,0.24650193750858307,0.006651363801211119,0.001393283368088305
69,0.22126463055610657,0.5008944869041443,0.1522950679063797,0.20792777836322784,0.2536410987377167,0.2538575232028961,0.006620442494750023,0.0013151537859812379
69,0.8099157214164734,-0.5674669742584229,0.15082590281963348,0.20561988651752472,0.24519793689250946,0.2453383207321167,0.006597060710191727,0.0012649430427700281
70,0.22540706396102905,0.5021177530288696,0.15151064097881317,0.20726962387561798,0.24968065321445465,0.24988622963428497,0.006566239055246115,0.001136202015914023
70,0.8250319361686707,-0.6288301944732666,0.1500515192747116,0.20304659008979797,0.24350284039974213,0.2435787320137024,0.0065476917661726475,0.0010408543748781085
71,0.215473473072052,0.4999341666698456,0.15117764472961426,0.2067839503288269,0.2505953907966614,0.25075921416282654,0.006527107208967209,0.0010396817233413458
71,0.8226491808891296,-0.6219851970672607,0.14908292889595032,0.20279289782047272,0.24551548063755035,0.24560609459877014,0.0065116556361317635,0.0010711468057706952
72,0.21670867502689362,0.5004943013191223,0.15145497024059296,0.20637695491313934,0.2506219744682312,0.25077784061431885,0.0064888340421020985,0.0010978884529322386
72,0.8284786939620972,-0.5780597925186157,0.1487531214952469,0.2024672031402588,0.23959927260875702,0.239768847823143,0.006452480331063271,0.0011190904770046473
73,0.2183775156736374,0.50017249584198,0.15267281234264374,0.2080531120300293,0.2514553964138031,0.25166454911231995,0.006431590765714645,0.0011602259473875165
73,0.8217449188232422,-0.6124262809753418,0.14924336969852448,0.20382657647132874,0.24664685130119324,0.24677515029907227,0.006411705631762743,0.0012349850730970502
74,0.21862086653709412,0.5008246898651123,0.15324413776397705,0.2081783413887024,0.25248491764068604,0.25270023941993713,0.0064018722623586655,0.0014002977404743433
74,0.8236886858940125,-0.5812559127807617,0.14788936078548431,0.20479275286197662,0.2461736798286438,0.24629110097885132,0.006385177839547396,0.0015327880391851068
75,0.22002804279327393,0.5004515647888184,0.15235589444637299,0.20681840181350708,0.2507944405078888,0.2509464919567108,0.006368483416736126,0.0016474692383781075
75,0.8274983167648315,-0.5768638849258423,0.14838244020938873,0.20342794060707092,0.2474331259727478,0.2475503534078598,0.006347033195197582,0.0017628935165703297
76,0.2200385332107544,0.5005730986595154,0.15183795988559723,0.2068386673927307,0.25152817368507385,0.2517108619213104,0.006327351555228233,0.0018365232972428203
76,0.8208379745483398,-0.5826783776283264,0.1498308926820755,0.20243169367313385,0.24890762567520142,0.24898938834667206,0.0063082133419811726,0.0019044445361942053
77,0.2170436829328537,0.5005781650543213,0.1530168503522873,0.20732402801513672,0.2510725259780884,0.2512911260128021,0.00628210324794054,0.001940749934874475
77,0.8184110522270203,-0.579167366027832,0.1509002447128296,0.20260366797447205,0.24746978282928467,0.24760708212852478,0.00624372623860836,0.001986101269721985
78,0.2143406718969345,0.4998821020126343,0.15265309810638428,0.20667912065982819,0.250893235206604,0.25110527873039246,0.006212655454874039,0.0020461652893573046
78,0.8251444697380066,-0.5860428214073181,0.14939424395561218,0.20357447862625122,0.24703449010849,0.24721208214759827,0.0061793033964931965,0.002105860272422433
79,0.21323828399181366,0.49986523389816284,0.15323777496814728,0.20712019503116608,0.25229471921920776,0.25252413749694824,0.006162300705909729,0.0022095940075814724
79,0.8155500292778015,-0.5857113599777222,0.14993032813072205,0.20170222222805023,0.24849961698055267,0.24864889681339264,0.006135149858891964,0.0022895385045558214
80,0.2150850147008896,0.500322163105011,0.15376798808574677,0.2079993486404419,0.2524360120296478,0.2526415288448334,0.006105060689151287,0.0023502991534769535
80,0.8237502574920654,-0.5799526572227478,0.15129724144935608,0.20474253594875336,0.24473921954631805,0.24484632909297943,0.006079929415136576,0.002429760294035077
81,0.2103363275527954,0.5003439784049988,0.15270496904850006,0.2065846472978592,0.2501230537891388,0.2503308355808258,0.006059046369045973,0.002497708424925804
81,0.8244880437850952,-0.5688234567642212,0.15072958171367645,0.2026888132095337,0.2525768280029297,0.25266358256340027,0.00602570828050375,0.0025340691208839417
82,0.21239694952964783,0.5000109672546387,0.15458260476589203,0.2078550159931183,0.25247594714164734,0.2527131140232086,0.005992938298732042,0.0025702877901494503
82,0.8180755376815796,-0.5791389346122742,0.14999599754810333,0.20309972763061523,0.2471398562192917,0.24717293679714203,0.005983162205666304,0.0026667399797588587
83,0.2127634584903717,0.49968409538269043,0.15494407713413239,0.20861604809761047,0.25267401337623596,0.2528841197490692,0.0059594642370939255,0.0027530621737241745
83,0.8092758655548096,-0.5758440494537354,0.15063612163066864,0.20261308550834656,0.24427397549152374,0.24444447457790375,0.005930420011281967,0.0028142903465777636
84,0.21308967471122742,0.4998275637626648,0.15351518988609314,0.20718756318092346,0.2516922652721405,0.2519124448299408,0.005922336596995592,0.0029267033096402884
84,0.8072280287742615,-0.5656309723854065,0.1508564054965973,0.20290596783161163,0.24751803278923035,0.24755126237869263,0.005911609157919884,0.003028560895472765
85,0.21127501130104065,0.499521940946579,0.15461888909339905,0.20784752070903778,0.2534750699996948,0.2536764442920685,0.005886171478778124,0.0030914288945496082
85,0.8117520213127136,-0.5970430374145508,0.1508605182170868,0.2044246345758438,0.24762654304504395,0.24772031605243683,0.005863441154360771,0.0031618650536984205
86,0.2106257677078247,0.4993850588798523,0.15416370332241058,0.2074073851108551,0.2524765431880951,0.2526426613330841,0.005858731921762228,0.003263745689764619
86,0.815739631652832,-0.5732290744781494,0.15085740387439728,0.20329806208610535,0.24395497143268585,0.24405437707901,0.0058443001471459866,0.003348736325278878
87,0.21127741038799286,0.5002127289772034,0.15396945178508759,0.20734861493110657,0.2517240047454834,0.2518799901008606,0.005827302113175392,0.0034231096506118774
87,0.8091521263122559,-0.5679457187652588,0.1499578207731247,0.2032085359096527,0.24593135714530945,0.24611937999725342,0.00580097921192646,0.003484099404886365
88,0.21360093355178833,0.49974656105041504,0.15491162240505219,0.20862457156181335,0.2513495683670044,0.2515638470649719,0.005793505348265171,0.003591766580939293
88,0.8068177103996277,-0.573729395866394,0.1516127586364746,0.20459143817424774,0.2462342232465744,0.2463231086730957,0.005779470317065716,0.003684822004288435
89,0.21363136172294617,0.4997190833091736,0.1546228528022766,0.20840084552764893,0.25239166617393494,0.25256073474884033,0.005761082284152508,0.0037387507036328316
89,0.8079546689987183,-0.5432765483856201,0.1504221111536026,0.20439958572387695,0.24723301827907562,0.24730654060840607,0.005740166176110506,0.003785467939451337
90,0.20925720036029816,0.4997948110103607,0.15385881066322327,0.207278311252594,0.2505545914173126,0.2507511377334595,0.005711236037313938,0.0037720573600381613
90,0.8058090209960938,-0.567241370677948,0.14996913075447083,0.20367935299873352,0.24594523012638092,0.24605412781238556,0.005685145501047373,0.0037771661300212145
91,0.21240440011024475,0.49983078241348267,0.15394441783428192,0.2070893794298172,0.2515133321285248,0.2516281008720398,0.005669921636581421,0.0038270801305770874
91,0.8211163878440857,-0.5778104066848755,0.1515944004058838,0.20357315242290497,0.24166589975357056,0.24177153408527374,0.005652889143675566,0.003879597643390298
92,0.2078920304775238,0.4995219111442566,0.15487761795520782,0.20734556019306183,0.25115594267845154,0.2513364851474762,0.005637159571051598,0.003937512636184692
92,0.8098174929618835,-0.5844818949699402,0.15388843417167664,0.20262137055397034,0.25259914994239807,0.25266796350479126,0.00562008423730731,0.003994905389845371
